,image,elo_reduced
1938,Team 8 (Central)_Yiu Sze Wan (Sharon)_232.jpg,0.9
1939,Team 8 (Central)_Yiu Sze Wan (Sharon)_235.jpg,0.8
1940,Team 8 (Central)_Yiu Sze Wan (Sharon)_236.jpg,1.3
1941,Team 8 (Central)_Yiu Sze Wan (Sharon)_36.jpg,-1.7
1942,Team 8 (Central)_Yiu Sze Wan (Sharon)_47.jpg,-2.1
1943,Team 8 (Central)_Yiu Sze Wan (Sharon)_48.jpg,-2.0
1944,Team 8 (Central)_Yiu Sze Wan (Sharon)_5.jpg,-2.7
1945,Team 8 (Central)_Yiu Sze Wan (Sharon)_6.jpg,-2.1
1946,Team 8 (Central)_Yiu Sze Wan (Sharon)_70.jpg,1.1
1947,Team 8 (Central)_Yiu Sze Wan (Sharon)_88.jpg,-1.5
1948,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_114.jpg,1.0
1949,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_121.jpg,-0.3
1950,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_129.jpg,-0.9
1951,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_130.jpg,-1.2
1952,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_155.jpg,1.0
1953,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_16.jpg,0.8
1954,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_162.jpg,-0.4
1955,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_163.jpg,1.7
1956,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_172.jpg,1.1
1957,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_179.jpg,-0.6
1958,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_183.jpg,0.2
1959,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_186.jpg,-1.2
1960,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_188.jpg,-0.5
1961,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_189.jpg,0.1
1962,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_198.jpg,0.6
1963,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_20.jpg,-0.4
1964,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_213.jpg,0.0
1965,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_214.jpg,0.1
1966,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_225.jpg,0.6
1967,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_233.jpg,-1.1
1968,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_237.jpg,-0.5
1969,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_25.jpg,0.2
1970,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_30.jpg,-0.3
1971,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_58.jpg,0.5
1972,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_65.jpg,-1.4
1973,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_74.jpg,0.8
1974,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_77.jpg,-0.8
1975,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_93.jpg,-0.6
1976,Team 9 (Yau Ma Tei)_Au Lai Yu (Matthew)_96.jpg,1.3
1977,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_105.jpg,1.5
1978,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_107.jpg,-1.2
1979,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_108.jpg,0.1
1980,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_109.jpg,-0.9
1981,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_113.jpg,0.5
1982,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_114.jpg,0.0
1983,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_137.jpg,-1.1
1984,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_140.jpg,-0.9
1985,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_141.jpg,0.1
1986,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_149.jpg,0.7
1987,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_152.jpg,1.1
1988,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_153.jpg,-0.2
1989,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_162.jpg,-0.5
1990,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_167.jpg,0.8
1991,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_168.jpg,0.8
1992,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_17.jpg,-0.8
1993,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_172.jpg,0.5
1994,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_174.jpg,-0.1
1995,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_176.jpg,-0.1
1996,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_202.jpg,-0.1
1997,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_226.jpg,-0.9
1998,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_231.jpg,-1.5
1999,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_237.jpg,0.3
2000,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_240.jpg,-0.7
2001,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_242.jpg,0.3
2002,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_243.jpg,-0.1
2003,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_244.jpg,0.3
2004,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_25.jpg,-0.7
2005,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_251.jpg,0.1
2006,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_254.jpg,0.5
2007,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_269.jpg,1.0
2008,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_275.jpg,0.9
2009,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_279.jpg,0.5
2010,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_28.jpg,1.1
2011,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_283.jpg,0.3
2012,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_298.jpg,0.8
2013,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_307.jpg,-1.2
2014,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_309.jpg,-0.6
2015,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_317.jpg,-0.6
2016,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_331.jpg,0.9
2017,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_339.jpg,0.4
2018,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_347.jpg,-0.7
2019,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_348.jpg,-0.1
2020,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_351.jpg,-1.9
2021,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_362.jpg,0.9
2022,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_369.jpg,0.4
2023,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_371.jpg,-0.9
2024,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_372.jpg,0.7
2025,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_381.jpg,1.3
2026,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_387.jpg,-0.7
2027,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_395.jpg,0.1
2028,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_403.jpg,1.3
2029,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_41.jpg,-0.1
2030,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_411.jpg,1.5
2031,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_414.jpg,0.1
2032,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_42.jpg,1.0
2033,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_422.jpg,1.0
2034,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_43.jpg,2.3
2035,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_430.jpg,1.4
2036,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_435.jpg,1.2
2037,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_445.jpg,1.7
2038,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_462.jpg,0.8
2039,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_465.jpg,0.8
2040,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_472.jpg,-0.2
2041,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_55.jpg,-0.3
2042,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_71.jpg,-1.2
2043,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_74.jpg,0.8
2044,Team 9 (Yau Ma Tei)_Hong Han (Sabrina) _ Shek Vi Qi (Erika)_90.jpg,-0.6
2045,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_102.jpg,-0.6
2046,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_11.jpg,-0.2
2047,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_114.jpg,-1.4
2048,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_120.jpg,-0.8
2049,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_124.jpg,-1.4
2050,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_127.jpg,-1.4
2051,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_128.jpg,-0.1
2052,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_133.jpg,0.0
2053,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_147.jpg,-0.4
2054,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_149.jpg,1.4
2055,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_152.jpg,1.4
2056,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_155.jpg,-1.8
2057,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_166.jpg,-0.8
2058,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_167.jpg,-1.7
2059,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_175.jpg,-2.1
2060,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_184.jpg,-0.9
2061,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_186.jpg,0.3
2062,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_187.jpg,0.3
2063,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_193.jpg,-1.0
2064,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_200.jpg,-0.2
2065,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_209.jpg,-0.1
2066,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_215.jpg,0.9
2067,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_221.jpg,0.3
2068,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_223.jpg,-0.1
2069,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_227.jpg,0.6
2070,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_228.jpg,-0.0
2071,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_234.jpg,1.4
2072,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_241.jpg,1.8
2073,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_248.jpg,-0.7
2074,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_251.jpg,-2.0
2075,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_264.jpg,-1.7
2076,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_296.jpg,-0.6
2077,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_298.jpg,-0.3
2078,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_3.jpg,-0.2
2079,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_303.jpg,0.5
2080,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_311.jpg,1.0
2081,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_327.jpg,-1.4
2082,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_33.jpg,-0.7
2083,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_49.jpg,1.0
2084,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_57.jpg,2.2
2085,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_63.jpg,1.3
2086,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_70.jpg,0.9
2087,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_73.jpg,-0.8
2088,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_82.jpg,1.8
2089,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_9.jpg,0.3
2090,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_92.jpg,-1.9
2091,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_93.jpg,-1.0
2092,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_94.jpg,-1.2
2093,Team 9 (Yau Ma Tei)_Lam Pak Hei (Jason) _ Chan Lok Hin (Samuel)_98.jpg,-0.9
2094,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_110.jpg,-0.1
2095,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_118.jpg,-0.5
2096,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_119.jpg,-0.4
2097,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_122.jpg,1.0
2098,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_126.jpg,-0.2
2099,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_128.jpg,1.8
2100,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_13.jpg,1.3
2101,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_154.jpg,0.3
2102,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_156.jpg,-0.4
2103,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_170.jpg,-1.3
2104,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_174.jpg,-1.1
2105,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_180.jpg,-1.9
2106,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_184.jpg,1.2
2107,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_195.jpg,-1.4
2108,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_20.jpg,0.7
2109,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_224.jpg,-2.1
2110,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_25.jpg,-0.3
2111,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_27.jpg,-0.5
2112,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_41.jpg,1.5
2113,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_50.jpg,1.9
2114,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_69.jpg,1.1
2115,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_74.jpg,0.9
2116,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_76.jpg,-0.7
2117,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_79.jpg,0.3
2118,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_86.jpg,-1.0
2119,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_89.jpg,-0.7
2120,Team 9 (Yau Ma Tei)_Sze Cheuk Fung (Bosco)_95.jpg,-0.4
